iter,key,part_number,bytes,download_ms,vip,conn_id
0,bench/30gib-0.bin,1,33554432,1370.99,,
0,bench/30gib-0.bin,2,33554432,640.48,,
0,bench/30gib-0.bin,3,33554432,1097.62,,
0,bench/30gib-0.bin,4,33554432,1677.32,,
0,bench/30gib-0.bin,5,33554432,708.07,,
0,bench/30gib-0.bin,6,33554432,1650.61,,
0,bench/30gib-0.bin,7,33554432,1729.82,,
0,bench/30gib-0.bin,8,33554432,1323.10,,
0,bench/30gib-0.bin,9,33554432,1475.76,,
0,bench/30gib-0.bin,10,33554432,1368.06,,
0,bench/30gib-0.bin,11,33554432,2663.38,,
0,bench/30gib-0.bin,12,33554432,985.79,,
0,bench/30gib-0.bin,13,33554432,906.67,,
0,bench/30gib-0.bin,14,33554432,2164.60,,
0,bench/30gib-0.bin,15,33554432,1278.50,,
0,bench/30gib-0.bin,16,33554432,1813.92,,
0,bench/30gib-0.bin,17,33554432,913.33,,
0,bench/30gib-0.bin,18,33554432,1282.08,,
0,bench/30gib-0.bin,19,33554432,2047.43,,
0,bench/30gib-0.bin,20,33554432,1615.75,,
0,bench/30gib-0.bin,21,33554432,2136.43,,
0,bench/30gib-0.bin,22,33554432,1901.51,,
0,bench/30gib-0.bin,23,33554432,1855.46,,
0,bench/30gib-0.bin,24,33554432,1640.01,,
0,bench/30gib-0.bin,25,33554432,1474.89,,
0,bench/30gib-0.bin,26,33554432,1679.04,,
0,bench/30gib-0.bin,27,33554432,1014.01,,
0,bench/30gib-0.bin,28,33554432,902.47,,
0,bench/30gib-0.bin,29,33554432,892.53,,
0,bench/30gib-0.bin,30,33554432,814.02,,
0,bench/30gib-0.bin,31,33554432,1177.75,,
0,bench/30gib-0.bin,32,33554432,664.03,,
0,bench/30gib-0.bin,33,33554432,662.69,,
0,bench/30gib-0.bin,34,33554432,766.39,,
0,bench/30gib-0.bin,35,33554432,1220.84,,
0,bench/30gib-0.bin,36,33554432,850.92,,
0,bench/30gib-0.bin,37,33554432,551.27,,
0,bench/30gib-0.bin,38,33554432,917.47,,
0,bench/30gib-0.bin,39,33554432,444.25,,
0,bench/30gib-0.bin,40,33554432,366.59,,
0,bench/30gib-0.bin,41,33554432,558.75,,
0,bench/30gib-0.bin,42,33554432,487.34,,
0,bench/30gib-0.bin,43,33554432,465.03,,
0,bench/30gib-0.bin,44,33554432,434.11,,
0,bench/30gib-0.bin,45,33554432,373.35,,
0,bench/30gib-0.bin,46,33554432,704.71,,
0,bench/30gib-0.bin,47,33554432,658.70,,
0,bench/30gib-0.bin,48,33554432,510.13,,
0,bench/30gib-0.bin,49,33554432,652.51,,
0,bench/30gib-0.bin,50,33554432,458.46,,
0,bench/30gib-0.bin,51,33554432,435.90,,
0,bench/30gib-0.bin,52,33554432,1581.22,,
0,bench/30gib-0.bin,53,33554432,382.77,,
0,bench/30gib-0.bin,54,33554432,535.49,,
0,bench/30gib-0.bin,55,33554432,387.64,,
0,bench/30gib-0.bin,56,33554432,736.89,,
0,bench/30gib-0.bin,57,33554432,554.31,,
0,bench/30gib-0.bin,58,33554432,930.38,,
0,bench/30gib-0.bin,59,33554432,437.24,,
0,bench/30gib-0.bin,60,33554432,344.68,,
0,bench/30gib-0.bin,61,33554432,587.01,,
0,bench/30gib-0.bin,62,33554432,641.95,,
0,bench/30gib-0.bin,63,33554432,531.50,,
0,bench/30gib-0.bin,64,33554432,677.98,,
0,bench/30gib-0.bin,65,33554432,612.88,,
0,bench/30gib-0.bin,66,33554432,644.69,,
0,bench/30gib-0.bin,67,33554432,444.74,,
0,bench/30gib-0.bin,68,33554432,558.96,,
0,bench/30gib-0.bin,69,33554432,584.23,,
0,bench/30gib-0.bin,70,33554432,476.10,,
0,bench/30gib-0.bin,71,33554432,365.32,,
0,bench/30gib-0.bin,72,33554432,516.58,,
0,bench/30gib-0.bin,73,33554432,350.10,,
0,bench/30gib-0.bin,74,33554432,532.77,,
0,bench/30gib-0.bin,75,33554432,461.00,,
0,bench/30gib-0.bin,76,33554432,389.28,,
0,bench/30gib-0.bin,77,33554432,487.53,,
0,bench/30gib-0.bin,78,33554432,689.88,,
0,bench/30gib-0.bin,79,33554432,370.99,,
0,bench/30gib-0.bin,80,33554432,428.96,,
0,bench/30gib-0.bin,81,33554432,525.16,,
0,bench/30gib-0.bin,82,33554432,390.14,,
0,bench/30gib-0.bin,83,33554432,508.38,,
0,bench/30gib-0.bin,84,33554432,499.02,,
0,bench/30gib-0.bin,85,33554432,554.84,,
0,bench/30gib-0.bin,86,33554432,343.16,,
0,bench/30gib-0.bin,87,33554432,400.72,,
0,bench/30gib-0.bin,88,33554432,349.56,,
0,bench/30gib-0.bin,89,33554432,688.26,,
0,bench/30gib-0.bin,90,33554432,357.86,,
0,bench/30gib-0.bin,91,33554432,454.49,,
