iter,key,part_number,bytes,download_ms,vip,conn_id
0,bench/30gib-0.bin,1,33554432,1668.48,,
0,bench/30gib-0.bin,2,33554432,1133.01,,
0,bench/30gib-0.bin,3,33554432,1791.27,,
0,bench/30gib-0.bin,4,33554432,1102.31,,
0,bench/30gib-0.bin,5,33554432,1897.37,,
0,bench/30gib-0.bin,6,33554432,1858.02,,
0,bench/30gib-0.bin,7,33554432,1244.00,,
0,bench/30gib-0.bin,8,33554432,3504.73,,
0,bench/30gib-0.bin,9,33554432,938.52,,
0,bench/30gib-0.bin,10,33554432,1119.81,,
0,bench/30gib-0.bin,11,33554432,1819.08,,
0,bench/30gib-0.bin,12,33554432,1241.22,,
0,bench/30gib-0.bin,13,33554432,2321.94,,
0,bench/30gib-0.bin,14,33554432,644.37,,
0,bench/30gib-0.bin,15,33554432,1384.86,,
0,bench/30gib-0.bin,16,33554432,828.05,,
0,bench/30gib-0.bin,17,33554432,2101.76,,
0,bench/30gib-0.bin,18,33554432,949.07,,
0,bench/30gib-0.bin,19,33554432,1585.29,,
0,bench/30gib-0.bin,20,33554432,1496.91,,
0,bench/30gib-0.bin,21,33554432,2035.98,,
0,bench/30gib-0.bin,22,33554432,1473.99,,
0,bench/30gib-0.bin,23,33554432,1878.32,,
0,bench/30gib-0.bin,24,33554432,1663.11,,
0,bench/30gib-0.bin,25,33554432,2841.89,,
0,bench/30gib-0.bin,26,33554432,928.77,,
0,bench/30gib-0.bin,27,33554432,2032.57,,
0,bench/30gib-0.bin,28,33554432,2292.69,,
0,bench/30gib-0.bin,29,33554432,1680.70,,
0,bench/30gib-0.bin,30,33554432,1478.91,,
0,bench/30gib-0.bin,31,33554432,2294.31,,
0,bench/30gib-0.bin,32,33554432,1402.52,,
0,bench/30gib-0.bin,33,33554432,1437.74,,
0,bench/30gib-0.bin,34,33554432,1270.13,,
0,bench/30gib-0.bin,35,33554432,1261.60,,
0,bench/30gib-0.bin,36,33554432,1595.06,,
0,bench/30gib-0.bin,37,33554432,859.34,,
0,bench/30gib-0.bin,38,33554432,865.85,,
0,bench/30gib-0.bin,39,33554432,846.24,,
0,bench/30gib-0.bin,40,33554432,674.93,,
0,bench/30gib-0.bin,41,33554432,767.18,,
0,bench/30gib-0.bin,42,33554432,1113.14,,
0,bench/30gib-0.bin,43,33554432,729.89,,
0,bench/30gib-0.bin,44,33554432,897.97,,
0,bench/30gib-0.bin,45,33554432,941.55,,
0,bench/30gib-0.bin,46,33554432,1393.51,,
0,bench/30gib-0.bin,47,33554432,926.78,,
0,bench/30gib-0.bin,48,33554432,659.75,,
0,bench/30gib-0.bin,49,33554432,591.86,,
0,bench/30gib-0.bin,50,33554432,1568.12,,
0,bench/30gib-0.bin,51,33554432,1059.01,,
0,bench/30gib-0.bin,52,33554432,1543.83,,
0,bench/30gib-0.bin,53,33554432,1023.82,,
0,bench/30gib-0.bin,54,33554432,787.98,,
0,bench/30gib-0.bin,55,33554432,952.16,,
0,bench/30gib-0.bin,56,33554432,552.00,,
0,bench/30gib-0.bin,57,33554432,849.18,,
0,bench/30gib-0.bin,58,33554432,1036.82,,
0,bench/30gib-0.bin,59,33554432,1264.79,,
0,bench/30gib-0.bin,60,33554432,845.56,,
0,bench/30gib-0.bin,61,33554432,1070.10,,
0,bench/30gib-0.bin,62,33554432,978.14,,
0,bench/30gib-0.bin,63,33554432,1258.93,,
0,bench/30gib-0.bin,64,33554432,736.92,,
0,bench/30gib-0.bin,65,33554432,927.65,,
0,bench/30gib-0.bin,66,33554432,878.30,,
0,bench/30gib-0.bin,67,33554432,1832.07,,
0,bench/30gib-0.bin,68,33554432,707.22,,
0,bench/30gib-0.bin,69,33554432,649.48,,
0,bench/30gib-0.bin,70,33554432,832.16,,
0,bench/30gib-0.bin,71,33554432,858.69,,
0,bench/30gib-0.bin,72,33554432,1087.08,,
0,bench/30gib-0.bin,73,33554432,537.65,,
0,bench/30gib-0.bin,74,33554432,596.40,,
0,bench/30gib-0.bin,75,33554432,975.21,,
0,bench/30gib-0.bin,76,33554432,620.27,,
0,bench/30gib-0.bin,77,33554432,660.69,,
0,bench/30gib-0.bin,78,33554432,853.58,,
0,bench/30gib-0.bin,79,33554432,1120.82,,
0,bench/30gib-0.bin,80,33554432,873.17,,
0,bench/30gib-0.bin,81,33554432,537.66,,
0,bench/30gib-0.bin,82,33554432,695.97,,
0,bench/30gib-0.bin,83,33554432,712.15,,
0,bench/30gib-0.bin,84,33554432,1047.21,,
0,bench/30gib-0.bin,85,33554432,1794.02,,
0,bench/30gib-0.bin,86,33554432,789.51,,
0,bench/30gib-0.bin,87,33554432,593.38,,
0,bench/30gib-0.bin,88,33554432,746.05,,
0,bench/30gib-0.bin,89,33554432,718.25,,
0,bench/30gib-0.bin,90,33554432,524.90,,
0,bench/30gib-0.bin,91,33554432,841.97,,
0,bench/30gib-0.bin,92,33554432,818.87,,
0,bench/30gib-0.bin,93,33554432,665.99,,
0,bench/30gib-0.bin,94,33554432,507.99,,
0,bench/30gib-0.bin,95,33554432,625.09,,
0,bench/30gib-0.bin,96,33554432,488.53,,
0,bench/30gib-0.bin,97,33554432,724.09,,
0,bench/30gib-0.bin,98,33554432,528.81,,
0,bench/30gib-0.bin,99,33554432,794.88,,
0,bench/30gib-0.bin,100,33554432,592.21,,
0,bench/30gib-0.bin,101,33554432,723.01,,
0,bench/30gib-0.bin,102,33554432,754.39,,
0,bench/30gib-0.bin,103,33554432,817.96,,
0,bench/30gib-0.bin,104,33554432,1819.86,,
0,bench/30gib-0.bin,105,33554432,684.18,,
0,bench/30gib-0.bin,106,33554432,792.34,,
0,bench/30gib-0.bin,107,33554432,682.27,,
0,bench/30gib-0.bin,108,33554432,621.05,,
0,bench/30gib-0.bin,109,33554432,661.49,,
0,bench/30gib-0.bin,110,33554432,429.00,,
0,bench/30gib-0.bin,111,33554432,734.45,,
0,bench/30gib-0.bin,112,33554432,473.81,,
0,bench/30gib-0.bin,113,33554432,925.96,,
0,bench/30gib-0.bin,114,33554432,835.47,,
0,bench/30gib-0.bin,115,33554432,758.06,,
0,bench/30gib-0.bin,116,33554432,803.28,,
