iter,key,part_number,bytes,download_ms,vip,conn_id
0,bench/30gib-0.bin,1,33554432,1784.28,,
0,bench/30gib-0.bin,2,33554432,1447.13,,
0,bench/30gib-0.bin,3,33554432,1328.77,,
0,bench/30gib-0.bin,4,33554432,1193.93,,
0,bench/30gib-0.bin,5,33554432,1525.36,,
0,bench/30gib-0.bin,6,33554432,1626.55,,
0,bench/30gib-0.bin,7,33554432,1546.16,,
0,bench/30gib-0.bin,8,33554432,1329.42,,
0,bench/30gib-0.bin,9,33554432,1950.66,,
0,bench/30gib-0.bin,10,33554432,1419.92,,
0,bench/30gib-0.bin,11,33554432,1351.12,,
0,bench/30gib-0.bin,12,33554432,1823.11,,
0,bench/30gib-0.bin,13,33554432,973.12,,
0,bench/30gib-0.bin,14,33554432,1126.52,,
0,bench/30gib-0.bin,15,33554432,1340.55,,
0,bench/30gib-0.bin,16,33554432,1500.37,,
0,bench/30gib-0.bin,17,33554432,1629.08,,
0,bench/30gib-0.bin,18,33554432,1338.04,,
0,bench/30gib-0.bin,19,33554432,1391.51,,
0,bench/30gib-0.bin,20,33554432,1619.08,,
0,bench/30gib-0.bin,21,33554432,1644.10,,
0,bench/30gib-0.bin,22,33554432,1563.15,,
0,bench/30gib-0.bin,23,33554432,1346.89,,
0,bench/30gib-0.bin,24,33554432,1442.23,,
0,bench/30gib-0.bin,25,33554432,1583.88,,
0,bench/30gib-0.bin,26,33554432,1511.64,,
0,bench/30gib-0.bin,27,33554432,1546.65,,
0,bench/30gib-0.bin,28,33554432,1837.97,,
0,bench/30gib-0.bin,29,33554432,1149.03,,
0,bench/30gib-0.bin,30,33554432,1266.52,,
0,bench/30gib-0.bin,31,33554432,1275.30,,
0,bench/30gib-0.bin,32,33554432,1889.26,,
0,bench/30gib-0.bin,33,33554432,2087.37,,
0,bench/30gib-0.bin,34,33554432,1448.76,,
0,bench/30gib-0.bin,35,33554432,1618.42,,
0,bench/30gib-0.bin,36,33554432,1460.69,,
0,bench/30gib-0.bin,37,33554432,583.43,,
0,bench/30gib-0.bin,38,33554432,1006.27,,
0,bench/30gib-0.bin,39,33554432,1149.21,,
0,bench/30gib-0.bin,40,33554432,1118.62,,
0,bench/30gib-0.bin,41,33554432,1048.91,,
0,bench/30gib-0.bin,42,33554432,1047.64,,
0,bench/30gib-0.bin,43,33554432,729.71,,
0,bench/30gib-0.bin,44,33554432,1283.33,,
0,bench/30gib-0.bin,45,33554432,1521.02,,
0,bench/30gib-0.bin,46,33554432,715.29,,
0,bench/30gib-0.bin,47,33554432,684.07,,
0,bench/30gib-0.bin,48,33554432,1235.56,,
0,bench/30gib-0.bin,49,33554432,765.49,,
0,bench/30gib-0.bin,50,33554432,684.59,,
0,bench/30gib-0.bin,51,33554432,945.48,,
0,bench/30gib-0.bin,52,33554432,861.84,,
0,bench/30gib-0.bin,53,33554432,535.23,,
0,bench/30gib-0.bin,54,33554432,749.96,,
0,bench/30gib-0.bin,55,33554432,1119.69,,
0,bench/30gib-0.bin,56,33554432,731.09,,
0,bench/30gib-0.bin,57,33554432,1466.46,,
0,bench/30gib-0.bin,58,33554432,1378.20,,
0,bench/30gib-0.bin,59,33554432,726.96,,
0,bench/30gib-0.bin,60,33554432,570.70,,
0,bench/30gib-0.bin,61,33554432,894.78,,
0,bench/30gib-0.bin,62,33554432,877.00,,
0,bench/30gib-0.bin,63,33554432,886.50,,
0,bench/30gib-0.bin,64,33554432,831.34,,
0,bench/30gib-0.bin,65,33554432,607.77,,
0,bench/30gib-0.bin,66,33554432,1069.72,,
0,bench/30gib-0.bin,67,33554432,848.29,,
0,bench/30gib-0.bin,68,33554432,1100.67,,
0,bench/30gib-0.bin,69,33554432,1039.15,,
0,bench/30gib-0.bin,70,33554432,914.18,,
0,bench/30gib-0.bin,71,33554432,468.03,,
0,bench/30gib-0.bin,72,33554432,547.36,,
0,bench/30gib-0.bin,73,33554432,1038.15,,
0,bench/30gib-0.bin,74,33554432,588.27,,
0,bench/30gib-0.bin,75,33554432,583.31,,
0,bench/30gib-0.bin,76,33554432,668.86,,
0,bench/30gib-0.bin,77,33554432,598.39,,
0,bench/30gib-0.bin,78,33554432,1042.28,,
0,bench/30gib-0.bin,79,33554432,605.19,,
0,bench/30gib-0.bin,80,33554432,465.47,,
0,bench/30gib-0.bin,81,33554432,497.19,,
0,bench/30gib-0.bin,82,33554432,639.85,,
0,bench/30gib-0.bin,83,33554432,509.05,,
0,bench/30gib-0.bin,84,33554432,566.85,,
0,bench/30gib-0.bin,85,33554432,672.96,,
0,bench/30gib-0.bin,86,33554432,755.43,,
0,bench/30gib-0.bin,87,33554432,490.58,,
0,bench/30gib-0.bin,88,33554432,1081.00,,
0,bench/30gib-0.bin,89,33554432,488.07,,
0,bench/30gib-0.bin,90,33554432,855.76,,
0,bench/30gib-0.bin,91,33554432,488.04,,
0,bench/30gib-0.bin,92,33554432,563.73,,
0,bench/30gib-0.bin,93,33554432,485.62,,
0,bench/30gib-0.bin,94,33554432,516.59,,
0,bench/30gib-0.bin,95,33554432,501.13,,
0,bench/30gib-0.bin,96,33554432,920.70,,
0,bench/30gib-0.bin,97,33554432,508.26,,
0,bench/30gib-0.bin,98,33554432,799.34,,
0,bench/30gib-0.bin,99,33554432,478.48,,
0,bench/30gib-0.bin,100,33554432,685.07,,
0,bench/30gib-0.bin,101,33554432,733.72,,
0,bench/30gib-0.bin,102,33554432,468.14,,
0,bench/30gib-0.bin,103,33554432,796.18,,
0,bench/30gib-0.bin,104,33554432,770.68,,
0,bench/30gib-0.bin,105,33554432,477.06,,
0,bench/30gib-0.bin,106,33554432,457.27,,
